,Entity,Code,Year,Liver Cancer,Kidney Cancer,Lip and oral cavity cancer,"Tracheal, bronchus, and lung cancer",Larynx Cancer,Gallbladder and biliary tract cancer,Malignant Skin Cancer,Leukemia,Hodgkin Lymphoma,Multiple Myeloma,Other Neoplasms,Breast Cancer,Prostrate Cancer,Thyroid Cancer,Stomach Cancer,Bladder Cancer,Uterine Cancer,Ovarian Cancer,Cervical Cancer,Brain and central nervous system cancer,Non-Hodgkin Lymphoma,Pancreatic Cancer,Esophageal Cancer,Testicular Cancer,Nasopharynx Cancer,Other Pharynx Cancer, Colon and rectum cancer,Non-melanoma skin cancer,Mesothelioma,Total
323,Estonia,EST,2013,82,144,52,714,33,45,50,137,7,55,21,253,256,16,316,109,50,112,72,92,89,265,67,2,6,37,510,22,5,3619
324,Estonia,EST,2014,85,150,53,749,35,47,52,137,7,58,22,252,270,16,320,112,49,112,70,92,92,271,72,2,6,39,519,24,5,3718
325,Estonia,EST,2015,90,151,51,722,33,46,51,136,6,60,23,249,273,17,306,111,49,110,67,91,92,264,71,2,6,38,510,25,5,3655
326,Estonia,EST,2016,96,154,52,733,34,46,51,141,6,63,25,264,275,17,311,114,53,114,70,92,94,272,74,2,6,40,529,26,5,3759
327,Estonia,EST,2017,96,154,51,724,33,46,51,141,6,62,25,264,276,18,307,114,53,116,70,92,92,274,72,2,6,38,526,26,5,3740
328,Estonia,EST,2018,95,153,51,718,32,46,51,140,6,61,25,262,279,17,304,114,53,114,69,91,92,276,72,2,6,38,528,27,5,3727
329,Estonia,EST,2019,95,153,51,714,32,45,51,139,6,61,25,260,280,17,300,114,53,115,68,90,91,278,71,2,6,38,528,27,5,3715
330,Finland,FIN,1990,205,293,80,2142,53,232,126,345,38,192,89,849,677,49,956,267,144,331,104,306,387,764,215,8,10,36,1050,30,63,10041
331,Finland,FIN,1991,210,301,84,2104,50,232,129,343,36,196,90,867,704,50,917,270,147,345,103,310,399,772,214,8,10,36,1065,31,63,10086
332,Finland,FIN,1992,214,310,88,2107,49,235,133,346,35,201,93,899,735,52,892,277,152,354,102,313,414,782,214,7,10,36,1093,32,64,10239
333,Finland,FIN,1993,218,318,92,2079,47,238,135,346,33,207,95,914,759,52,864,279,156,357,101,314,427,790,213,7,10,36,1108,33,64,10292
334,Finland,FIN,1994,222,321,93,2020,45,234,136,340,31,212,97,902,775,50,810,275,153,356,96,314,428,778,210,6,10,36,1092,34,64,10140
335,Finland,FIN,1995,227,329,98,2041,44,233,139,340,30,217,99,926,797,51,789,279,158,361,94,318,444,786,214,6,10,36,1113,36,65,10280
336,Finland,FIN,1996,237,340,101,2042,44,229,140,338,29,224,103,923,821,50,768,279,160,363,92,324,452,792,216,6,10,36,1115,36,66,10336
337,Finland,FIN,1997,242,347,103,2032,44,228,143,341,28,229,106,943,832,51,748,276,165,362,92,331,463,810,217,6,10,37,1129,39,67,10421
338,Finland,FIN,1998,251,355,103,2044,44,230,145,345,26,237,105,942,848,52,722,276,166,357,90,331,466,817,217,6,10,37,1131,40,72,10465
339,Finland,FIN,1999,261,359,106,2028,44,226,146,348,26,243,105,949,854,52,696,273,168,349,89,336,469,820,218,6,10,38,1137,40,71,10467
340,Finland,FIN,2000,269,364,108,2017,42,227,148,348,25,248,106,960,862,52,682,271,174,349,90,340,466,840,218,6,10,39,1150,40,72,10523
341,Finland,FIN,2001,280,369,110,2035,42,226,152,346,25,251,112,955,881,52,668,272,176,354,90,341,457,862,222,5,9,39,1160,42,73,10606
342,Finland,FIN,2002,289,375,109,2058,41,225,156,347,24,254,115,961,896,53,663,277,180,362,91,348,459,898,225,6,9,41,1182,43,77,10764
343,Finland,FIN,2003,304,381,115,2088,42,224,161,349,24,260,114,958,900,54,655,278,182,371,92,351,463,937,228,6,9,42,1197,43,81,10909
344,Finland,FIN,2004,317,383,114,2101,42,224,166,348,24,259,112,973,910,55,645,284,186,374,94,352,467,973,231,6,10,43,1208,44,83,11028
345,Finland,FIN,2005,333,385,115,2121,42,225,173,352,23,266,114,977,914,56,633,291,187,368,95,356,464,1000,239,6,10,45,1226,45,85,11146
346,Finland,FIN,2006,353,389,117,2158,42,226,180,354,24,272,115,967,934,57,614,293,187,380,96,362,473,1026,242,6,10,47,1233,47,90,11294
347,Finland,FIN,2007,369,396,121,2205,42,231,186,359,24,273,117,974,931,60,605,299,193,384,98,366,484,1067,250,6,10,49,1262,47,93,11501
348,Finland,FIN,2008,384,403,125,2229,42,233,190,364,24,277,121,982,940,61,597,306,198,388,101,370,496,1091,253,6,10,52,1282,48,96,11669
349,Finland,FIN,2009,402,413,129,2275,43,235,197,369,24,285,125,993,958,63,591,313,204,396,103,376,510,1115,264,6,10,55,1310,51,94,11909
350,Finland,FIN,2010,414,429,135,2318,44,239,205,373,25,294,127,1008,982,66,585,317,207,399,106,380,522,1143,273,6,10,57,1344,52,96,12156
351,Finland,FIN,2011,425,440,140,2341,43,242,211,379,26,301,133,1013,1009,66,578,321,209,406,108,383,526,1158,278,6,10,58,1366,55,98,12329
352,Finland,FIN,2012,440,446,144,2375,43,247,216,384,26,308,136,1030,1031,67,573,325,215,412,111,386,538,1189,285,7,10,60,1402,55,101,12562
353,Finland,FIN,2013,453,455,149,2427,43,252,222,394,26,316,139,1036,1055,67,574,327,219,418,114,384,547,1220,290,7,10,60,1437,57,103,12801
354,Finland,FIN,2014,468,462,153,2447,44,256,225,400,27,324,141,1030,1085,67,571,330,221,425,114,383,553,1251,295,7,10,61,1462,59,101,12972
355,Finland,FIN,2015,481,470,156,2458,44,260,227,403,27,331,144,1026,1126,66,575,335,222,428,114,380,554,1284,297,7,10,60,1489,61,103,13138
356,Finland,FIN,2016,499,481,158,2506,45,266,230,411,27,342,146,1032,1163,65,584,344,224,432,114,382,553,1321,304,7,10,60,1531,62,106,13405
357,Finland,FIN,2017,500,490,157,2536,45,267,232,414,27,347,149,1037,1202,66,594,352,225,438,114,385,561,1340,305,7,10,60,1559,63,107,13589
358,Finland,FIN,2018,504,499,157,2560,45,269,233,419,27,355,153,1041,1248,67,600,361,227,445,113,386,566,1357,307,7,10,59,1586,65,108,13774
359,Finland,FIN,2019,509,509,157,2593,45,272,235,424,27,363,158,1046,1294,68,607,371,229,450,113,389,572,1378,309,7,10,59,1616,66,108,13984
360,France,FRA,1990,4009,3196,3022,25673,3105,2081,1230,5121,407,2227,1513,12633,11458,637,8652,5359,1517,3687,2049,2574,4111,6626,5891,159,686,2450,20261,486,835,141655
361,France,FRA,1991,4253,3243,2978,26179,2994,2071,1266,5138,394,2275,1551,12770,11563,636,8465,5402,1515,3709,2008,2637,4320,6801,5827,153,676,2421,20382,472,844,142943
362,France,FRA,1992,4502,3306,2953,26655,2888,2056,1313,5164,379,2334,1601,12926,11661,629,8295,5438,1508,3753,1963,2694,4507,6988,5777,145,668,2405,20539,469,854,144370
363,France,FRA,1993,4781,3361,2934,27187,2802,2045,1354,5239,365,2389,1645,13181,11750,620,8205,5493,1515,3770,1936,2748,4676,7161,5718,140,658,2374,20722,469,870,146108
364,France,FRA,1994,5120,3396,2890,27428,2683,2003,1385,5270,359,2455,1683,13222,11789,612,8015,5517,1487,3761,1897,2774,4810,7185,5628,137,641,2319,20493,469,882,146310
365,France,FRA,1995,5342,3431,2866,27980,2599,2001,1416,5370,356,2533,1734,13385,11854,604,7929,5573,1483,3835,1867,2808,4947,7300,5560,135,629,2303,20635,483,889,147847
366,France,FRA,1996,5594,3478,2856,28407,2530,1984,1453,5457,349,2595,1783,13558,11968,601,7820,5639,1487,3839,1834,2859,5034,7455,5498,134,610,2274,20755,498,897,149246
367,France,FRA,1997,5773,3508,2806,28532,2429,1962,1490,5522,344,2689,1834,13621,12052,596,7602,5649,1476,3855,1806,2901,5042,7569,5391,133,588,2234,20650,521,906,149481
368,France,FRA,1998,5980,3572,2841,29484,2394,1954,1543,5645,341,2792,1873,13931,12164,608,7564,5735,1509,3881,1802,2973,5111,7833,5416,130,575,2237,20997,542,929,152356
369,France,FRA,1999,6121,3597,2821,30065,2289,1921,1595,5721,340,2905,1915,14178,12306,617,7439,5772,1515,3903,1780,3029,5115,8040,5373,129,558,2214,21137,570,943,153908
370,France,FRA,2000,6046,3608,2835,30633,2166,1860,1640,5818,343,3058,1964,14259,12458,633,7276,5747,1503,3911,1746,3113,5052,8212,5315,132,549,2166,21073,649,953,154718
371,France,FRA,2001,6072,3655,2841,31384,2080,1834,1687,5906,346,3139,1988,14454,12618,656,7195,5791,1514,3953,1741,3170,4987,8533,5288,130,540,2118,21265,707,964,156556
372,France,FRA,2002,6142,3719,2848,32228,2000,1826,1736,5963,341,3215,2011,14748,12816,669,7163,5893,1548,4021,1735,3216,4964,8894,5289,128,530,2101,21643,759,1002,159148
373,France,FRA,2003,6217,3779,2811,32912,1947,1818,1781,5985,339,3275,2026,14899,12924,676,7083,5996,1582,4065,1734,3250,4955,9204,5250,125,514,2063,21882,798,1021,160911
374,France,FRA,2004,6212,3754,2706,32587,1836,1761,1783,5857,332,3278,2029,14628,12858,669,6789,5951,1561,4078,1697,3247,4842,9287,5114,121,492,2001,21292,821,1030,158613
375,France,FRA,2005,6306,3836,2679,33290,1796,1739,1833,5901,331,3309,2066,14630,12819,671,6732,6067,1585,4010,1691,3276,4887,9644,5121,124,475,1986,21388,858,1054,160104
376,France,FRA,2006,6415,3881,2644,33815,1745,1730,1864,5959,329,3333,2090,14663,12740,670,6660,6130,1616,4054,1701,3322,4930,9952,5077,124,458,1956,21369,873,1091,161191
377,France,FRA,2007,6602,3967,2613,34725,1705,1714,1905,6061,330,3369,2143,14646,12691,662,6629,6263,1652,4113,1709,3387,5029,10348,5054,124,440,1938,21522,889,1118,163348
378,France,FRA,2008,6839,4101,2594,35882,1673,1709,1957,6229,328,3414,2186,14863,12680,655,6683,6395,1714,4186,1742,3503,5213,10835,5038,123,426,1937,21966,897,1168,166936
379,France,FRA,2009,7000,4270,2582,37231,1684,1698,2005,6413,327,3449,2244,14957,12505,644,6754,6521,1769,4261,1772,3610,5350,11310,5032,124,415,1960,22304,906,1221,170318
380,France,FRA,2010,7206,4450,2551,37933,1695,1670,2034,6560,323,3490,2282,14889,12368,621,6753,6651,1818,4191,1781,3718,5435,11659,4986,124,404,1987,22373,904,1297,172153
381,France,FRA,2011,7343,4604,2487,38831,1758,1636,2044,6742,317,3526,2363,14803,12341,586,6771,6775,1877,4259,1800,3790,5475,11981,4917,123,392,2000,22500,915,1481,174437
382,France,FRA,2012,7474,4738,2432,39630,1790,1622,2057,6944,316,3560,2428,14853,12340,575,6833,6912,1951,4307,1817,3875,5573,12376,4884,124,383,1998,22800,908,1577,177077
383,France,FRA,2013,7545,4835,2391,40044,1789,1594,2071,7056,308,3590,2497,14801,12317,559,6828,6968,1984,4338,1815,3939,5601,12643,4831,128,373,2002,22840,924,1626,178237
384,France,FRA,2014,7563,4903,2341,39962,1777,1567,2076,7097,303,3626,2534,14722,12404,546,6748,7012,2015,4366,1808,3996,5578,12790,4794,130,371,1988,22741,929,1662,178349
385,France,FRA,2015,7713,5058,2377,40819,1816,1581,2123,7264,305,3715,2627,14993,12708,555,6902,7226,2078,4300,1826,4071,5723,13303,4899,133,378,2011,23532,951,1679,182666
386,France,FRA,2016,7644,5065,2339,39729,1779,1591,2101,7265,302,3788,2708,14718,13188,560,6851,7267,2042,4377,1804,4060,5667,13180,4920,133,375,2000,23485,999,1689,181626
387,France,FRA,2017,7732,5174,2376,40070,1804,1625,2134,7414,305,3879,2785,14859,13645,574,7007,7456,2069,4455,1820,4108,5770,13477,5049,135,380,2030,24159,1026,1707,185024
388,France,FRA,2018,7718,5251,2386,39860,1795,1657,2157,7544,306,3952,2864,15094,14017,588,7101,7581,2104,4528,1839,4121,5858,13709,5102,137,382,2031,24753,1054,1699,187188
389,France,FRA,2019,7792,5371,2424,40195,1812,1695,2195,7698,309,4049,2950,15326,14502,604,7238,7768,2141,4608,1857,4157,5975,14046,5216,139,388,2058,25497,1084,1705,190799
390,Germany,DEU,1990,3082,4717,2670,37219,1862,6062,2023,6305,798,1906,1779,19246,11641,1046,16918,7237,2233,6657,3341,4421,5050,10606,3726,317,358,1542,31780,589,1004,196135
391,Germany,DEU,1991,3146,4897,2730,37500,1864,5851,2059,6311,770,2035,1804,19388,11821,1048,16360,7263,2205,6634,3243,4537,5226,10833,3834,296,365,1635,31979,592,1008,197234
392,Germany,DEU,1992,3217,5047,2743,37545,1841,5621,2068,6271,731,2180,1819,19394,11990,1040,15807,7228,2166,6590,3160,4647,5345,10917,3905,278,359,1718,31835,582,1009,197053
393,Germany,DEU,1993,3334,5251,2775,38258,1839,5475,2099,6314,687,2353,1837,19749,12182,1041,15619,7254,2162,6588,3122,4779,5548,11190,4040,265,349,1811,32217,575,1016,199729
394,Germany,DEU,1994,3472,5456,2784,39064,1839,5342,2118,6367,635,2561,1861,19971,12477,1045,15494,7293,2163,6600,3087,4924,5765,11528,4189,255,341,1902,32699,561,1018,202811
395,Germany,DEU,1995,3571,5606,2780,40116,1848,5192,2124,6440,600,2770,1883,20243,12777,1057,15442,7372,2196,6676,3073,5104,5983,11874,4348,248,334,1956,33437,549,1022,206621
396,Germany,DEU,1996,3733,5739,2781,41019,1833,5123,2126,6504,570,2994,1887,20386,12945,1053,15474,7345,2265,6657,3093,5272,6114,12254,4491,243,332,2016,34316,532,1023,210120
397,Germany,DEU,1997,3908,5813,2774,41800,1794,5114,2128,6528,539,3175,1876,20242,13022,1030,15402,7210,2334,6676,3113,5442,6158,12646,4604,238,321,2060,35201,517,1015,212680
398,Germany,DEU,1998,4131,5891,2768,42877,1751,5174,2125,6561,498,3416,1862,20093,13243,996,15584,6989,2421,6688,3157,5706,6183,13187,4732,231,312,2122,36893,513,979,217083
399,Germany,DEU,1999,4464,5959,2819,44677,1736,5354,2146,6587,466,3559,1898,20043,13530,972,15925,6869,2570,6679,3237,5957,6229,13971,4947,227,302,2172,39633,509,1053,224490
400,Germany,DEU,2000,4974,5975,2865,47360,1748,5637,2167,6441,427,3614,1896,19774,13985,929,16395,6684,2765,6796,3321,6238,6159,14781,5199,221,298,2222,43741,516,1105,234233
401,Germany,DEU,2001,5263,5991,2906,48488,1736,5780,2189,6454,403,3678,1909,19633,14303,899,16552,6513,2890,6766,3354,6386,6051,15374,5389,216,286,2275,45782,524,1135,239125
402,Germany,DEU,2002,5567,6025,2931,49980,1754,5855,2243,6513,385,3728,1944,19780,14611,880,16797,6469,2998,6714,3378,6519,6020,15995,5594,215,284,2327,47654,541,1160,244861
403,Germany,DEU,2003,5822,6117,2947,51108,1761,5799,2309,6613,382,3766,1969,19798,14696,875,16816,6488,3028,6623,3351,6603,5966,16505,5754,214,280,2385,48169,557,1184,247885
404,Germany,DEU,2004,6096,6098,2924,51551,1734,5716,2329,6577,372,3809,2022,19662,15041,849,16513,6400,2991,6552,3252,6663,5768,16712,5840,210,273,2394,47887,581,1208,248024
405,Germany,DEU,2005,6327,6143,2943,52330,1729,5597,2378,6631,367,3834,2086,19659,15390,851,16337,6415,2954,6563,3166,6706,5906,17073,5951,207,271,2450,47689,607,1236,249796
406,Germany,DEU,2006,6525,6197,2946,52815,1715,5452,2429,6675,363,3876,2166,19587,15661,851,16075,6432,2898,6558,3069,6715,6016,17456,6022,203,273,2474,46930,626,1262,250267
407,Germany,DEU,2007,6742,6319,2981,53456,1702,5293,2517,6787,360,3950,2260,19676,15910,852,15814,6550,2857,6581,2999,6721,6179,17906,6116,203,272,2522,45975,644,1298,251442
408,Germany,DEU,2008,6925,6510,3009,54036,1699,5127,2616,6990,363,4037,2384,19955,16168,868,15584,6690,2816,6637,2935,6749,6406,18384,6185,204,277,2583,44723,658,1342,252860
409,Germany,DEU,2009,7064,6700,3026,54379,1694,4954,2731,7249,366,4134,2514,20199,16399,886,15276,6855,2747,6708,2863,6736,6638,18780,6259,207,280,2643,42717,686,1387,253077
410,Germany,DEU,2010,7049,6880,2986,53102,1676,4678,2827,7630,371,4260,2658,20317,16503,898,14627,7080,2615,6493,2745,6601,6841,18880,6255,207,279,2695,39203,723,1436,248515
411,Germany,DEU,2011,7040,6985,2955,52195,1656,4494,2897,7932,373,4335,2776,20407,16422,907,13961,7227,2517,6492,2658,6503,6959,18892,6223,205,277,2737,36442,753,1463,244683
412,Germany,DEU,2012,7077,7163,2954,52029,1643,4399,2979,8275,380,4444,2922,20530,16609,925,13573,7434,2464,6512,2598,6473,7123,19126,6272,203,274,2779,34785,804,1489,244238
413,Germany,DEU,2013,7125,7359,2977,52398,1654,4373,3069,8655,379,4546,3048,20927,16876,946,13375,7663,2458,6500,2568,6468,7329,19596,6359,200,276,2832,33947,842,1525,246270
414,Germany,DEU,2014,7204,7457,2943,52073,1638,4340,3104,8843,379,4668,3183,20855,17249,943,13006,7804,2408,6556,2518,6481,7390,19671,6365,198,276,2842,32884,891,1547,245716
415,Germany,DEU,2015,7395,7680,3002,52664,1664,4422,3184,9186,382,4788,3310,21503,17709,963,13205,8118,2468,6324,2554,6545,7646,20368,6522,199,282,2890,33437,936,1571,250917
416,Germany,DEU,2016,7522,7786,2994,52757,1655,4477,3188,9368,383,4891,3418,21746,18217,959,13221,8304,2490,6428,2571,6613,7770,20682,6574,199,280,2879,33708,970,1608,253658
417,Germany,DEU,2017,7565,7854,2984,52819,1648,4556,3175,9283,384,4940,3432,21551,18804,968,13385,8418,2508,6482,2579,6660,7753,20807,6595,203,279,2846,34846,963,1603,255890
418,Germany,DEU,2018,7643,7971,3000,53327,1659,4641,3186,9286,385,5003,3483,21554,19394,978,13580,8592,2539,6546,2591,6718,7802,21110,6662,207,280,2841,36056,971,1596,259601
419,Germany,DEU,2019,7743,8126,3022,53968,1673,4753,3211,9336,387,5085,3562,21652,20146,992,13858,8836,2584,6636,2609,6786,7893,21508,6746,210,281,2837,37552,986,1594,264572
420,Greece,GRC,1990,351,438,156,6344,376,242,99,992,176,264,186,1807,1490,86,2186,1175,207,492,359,920,352,1433,336,29,55,33,2132,119,56,22891
421,Greece,GRC,1991,356,463,160,6602,379,248,105,1025,179,272,193,1860,1562,85,2213,1211,211,514,357,944,362,1499,341,29,59,34,2243,119,57,23682
422,Greece,GRC,1992,367,490,162,6808,384,251,108,1072,185,277,199,1940,1625,97,2238,1243,216,535,356,973,374,1568,349,29,62,35,2377,123,59,24502
423,Greece,GRC,1993,379,509,162,6908,381,254,111,1106,189,284,204,1977,1690,98,2214,1252,219,558,349,1003,383,1585,349,27,65,35,2444,127,60,24922
424,Greece,GRC,1994,389,524,162,7019,379,262,116,1144,194,296,209,2022,1750,101,2203,1273,218,584,337,1030,387,1627,350,27,64,37,2537,133,61,25435
425,Greece,GRC,1995,401,546,165,7146,379,265,120,1179,200,307,215,2056,1806,99,2214,1304,218,616,333,1048,395,1664,352,26,68,38,2613,136,62,25971
426,Greece,GRC,1996,412,567,169,7238,374,274,122,1195,206,319,220,2095,1863,98,2213,1313,224,626,332,1075,397,1693,348,27,70,40,2691,141,63,26405
427,Greece,GRC,1997,430,588,171,7285,373,282,126,1217,213,335,226,2116,1915,101,2188,1315,226,649,331,1095,406,1720,349,27,71,40,2749,145,64,26753
428,Greece,GRC,1998,453,608,175,7445,373,294,135,1259,219,344,234,2169,1984,100,2196,1335,237,662,333,1113,412,1772,342,28,72,40,2865,149,65,27413
429,Greece,GRC,1999,475,622,176,7601,380,306,145,1318,232,355,241,2237,2033,99,2194,1364,244,678,334,1124,414,1822,338,27,76,40,3010,151,67,28103
430,Greece,GRC,2000,484,626,183,7697,383,323,152,1371,241,368,251,2285,2084,104,2203,1376,248,690,326,1143,418,1856,343,29,75,41,3024,158,68,28550
431,Greece,GRC,2001,498,631,188,7742,389,331,160,1423,243,380,260,2348,2121,106,2206,1389,255,706,317,1153,409,1885,341,30,74,42,3060,159,67,28913
432,Greece,GRC,2002,503,637,191,7736,388,347,163,1441,240,387,268,2406,2166,105,2175,1391,269,723,317,1164,402,1908,340,31,77,42,3092,160,67,29136
433,Greece,GRC,2003,511,652,198,7842,394,359,174,1488,245,405,277,2431,2171,107,2150,1389,277,728,311,1164,393,1946,340,31,77,41,3125,160,67,29453
434,Greece,GRC,2004,512,658,201,7929,397,372,177,1502,245,423,283,2468,2188,107,2112,1398,284,737,307,1175,390,1978,339,30,78,42,3150,158,67,29707
435,Greece,GRC,2005,524,663,207,7938,397,389,183,1519,243,434,291,2471,2217,107,2073,1400,289,727,304,1190,387,1995,332,29,77,44,3146,158,67,29801
436,Greece,GRC,2006,536,670,210,7935,399,404,189,1532,243,449,305,2492,2232,105,2042,1400,294,737,306,1209,387,2010,326,28,77,43,3136,162,66,29924
437,Greece,GRC,2007,562,682,217,8135,414,422,199,1557,248,464,319,2552,2216,102,2059,1414,304,740,312,1230,391,2076,325,28,75,43,3207,166,67,30526
438,Greece,GRC,2008,575,692,221,8159,407,438,204,1567,247,480,332,2569,2217,103,2029,1424,310,745,316,1249,399,2097,322,28,75,42,3242,174,66,30729
439,Greece,GRC,2009,611,690,222,8183,405,440,209,1518,247,492,343,2514,2194,99,1974,1410,302,734,315,1257,403,2095,315,28,76,42,3210,178,65,30571
440,Greece,GRC,2010,645,693,225,8110,399,448,216,1467,239,506,354,2509,2214,98,1929,1412,299,709,317,1272,408,2097,311,27,74,43,3208,182,64,30475
441,Greece,GRC,2011,685,701,232,8326,406,464,224,1457,236,521,369,2515,2230,98,1944,1452,305,715,320,1277,424,2159,309,26,76,45,3300,186,65,31067
442,Greece,GRC,2012,725,719,242,8477,408,498,233,1473,227,534,385,2566,2265,97,1964,1497,314,714,323,1275,449,2227,312,26,78,48,3411,188,66,31741
443,Greece,GRC,2013,762,722,243,8393,398,472,235,1461,210,545,393,2542,2309,96,1922,1517,315,722,320,1260,477,2229,310,26,77,49,3406,191,64,31666
444,Greece,GRC,2014,768,732,251,8390,393,401,237,1478,191,557,396,2533,2369,95,1894,1552,318,737,319,1234,513,2250,308,26,77,49,3480,190,65,31803
445,Greece,GRC,2015,776,741,255,8469,395,377,242,1495,181,565,424,2580,2413,96,1919,1602,325,725,321,1229,539,2302,307,25,79,51,3593,189,64,32279
446,Greece,GRC,2016,790,745,259,8459,398,371,241,1527,177,569,449,2637,2474,96,1938,1638,334,731,330,1234,553,2330,312,24,79,52,3679,194,64,32684
447,Greece,GRC,2017,780,753,259,8480,399,381,241,1550,184,572,455,2651,2553,98,1958,1665,330,735,330,1237,540,2341,319,25,79,51,3728,202,66,32962
448,Greece,GRC,2018,782,770,265,8566,403,391,244,1602,188,580,468,2772,2621,102,2019,1710,342,749,340,1251,548,2416,327,25,80,52,3894,209,68,33784
449,Greece,GRC,2019,782,784,268,8643,407,395,247,1631,191,585,478,2822,2685,105,2049,1745,346,756,343,1257,548,2464,333,25,80,53,4000,216,69,34307
450,Hungary,HUN,1990,1005,694,707,6947,629,1058,301,917,123,243,154,2181,1268,129,2906,790,457,674,681,733,504,1478,581,64,68,365,4421,159,30,30267
451,Hungary,HUN,1991,995,702,729,7031,643,1046,306,918,122,249,154,2208,1266,126,2835,795,458,669,670,735,512,1484,598,63,70,395,4443,162,31,30415
452,Hungary,HUN,1992,989,735,799,7519,682,1054,321,945,121,261,158,2309,1294,131,2885,827,472,673,680,759,545,1575,643,61,77,447,4703,165,32,31862
453,Hungary,HUN,1993,938,749,837,7721,691,1042,327,956,118,272,160,2384,1306,132,2841,837,480,671,683,777,564,1616,669,58,79,481,4823,170,33,32415
454,Hungary,HUN,1994,862,756,846,7794,692,1010,329,952,112,273,159,2360,1321,129,2745,841,464,663,663,778,570,1626,696,56,81,510,4844,172,33,32337
455,Hungary,HUN,1995,772,780,862,7901,679,1002,329,966,107,281,161,2384,1366,127,2682,844,466,676,659,782,579,1651,716,56,81,541,4957,181,33,32621
456,Hungary,HUN,1996,617,787,841,7755,643,970,319,948,97,289,159,2318,1392,119,2535,840,448,668,633,770,570,1624,712,55,84,558,4900,187,32,31870
457,Hungary,HUN,1997,547,810,860,7891,636,973,326,964,90,301,163,2381,1413,116,2507,851,455,675,635,773,587,1653,731,52,87,600,5038,193,31,32339
458,Hungary,HUN,1998,518,841,913,8301,654,971,334,1005,87,311,174,2436,1432,113,2531,879,457,685,628,785,610,1704,771,52,92,666,5242,196,35,33423
459,Hungary,HUN,1999,510,871,951,8583,669,961,350,1036,81,331,181,2484,1442,111,2514,899,449,701,625,781,623,1736,792,53,95,716,5379,196,36,34156
460,Hungary,HUN,2000,531,871,938,8503,642,924,352,1028,75,337,183,2426,1435,104,2365,895,416,720,590,758,598,1710,774,52,96,745,5265,191,34,33558
461,Hungary,HUN,2001,601,880,948,8683,643,909,363,1052,68,351,194,2402,1432,98,2297,910,385,727,571,738,580,1716,770,52,101,790,5243,184,34,33722
462,Hungary,HUN,2002,661,899,965,8940,650,909,379,1071,64,360,204,2449,1445,97,2281,940,368,737,555,721,583,1783,777,53,101,835,5316,177,35,34355
463,Hungary,HUN,2003,718,925,983,9159,655,903,396,1095,61,369,209,2509,1462,96,2277,970,364,753,550,707,583,1856,784,54,105,870,5452,173,35,35073
464,Hungary,HUN,2004,751,932,978,9157,651,888,406,1090,59,368,213,2452,1451,96,2220,977,348,753,535,688,578,1889,770,55,106,874,5435,171,34,34925
465,Hungary,HUN,2005,777,958,1003,9419,666,879,424,1100,57,368,215,2429,1454,97,2216,1008,339,768,530,670,577,1980,779,54,114,881,5549,166,31,35508
466,Hungary,HUN,2006,807,965,983,9396,649,851,426,1077,56,367,217,2327,1447,98,2154,1015,326,763,516,657,570,2013,768,55,114,862,5471,166,32,35148
467,Hungary,HUN,2007,844,980,977,9577,650,857,437,1083,54,366,220,2323,1430,99,2154,1041,331,772,525,654,583,2110,778,55,117,858,5589,166,33,35663
468,Hungary,HUN,2008,848,977,941,9461,628,837,434,1062,52,365,221,2192,1404,97,2075,1040,324,765,510,641,573,2125,756,53,114,825,5500,169,35,35024
469,Hungary,HUN,2009,839,994,933,9571,627,832,439,1060,51,368,225,2078,1408,97,2060,1059,334,772,514,641,577,2186,753,53,112,801,5602,176,36,35198
470,Hungary,HUN,2010,791,989,907,9430,615,809,434,1038,50,360,229,2156,1408,98,1980,1063,340,767,506,632,574,2186,732,52,108,764,5582,180,35,34815
471,Hungary,HUN,2011,715,974,882,9339,593,784,426,1026,49,349,233,2216,1422,100,1933,1058,355,780,512,636,575,2186,711,51,106,724,5594,184,34,34547
472,Hungary,HUN,2012,620,935,859,9222,576,754,412,991,46,336,236,2214,1408,99,1872,1043,360,779,514,646,581,2176,690,49,102,680,5556,188,37,33981
473,Hungary,HUN,2013,556,900,816,8946,545,722,394,955,45,324,236,2206,1408,96,1779,1012,363,783,508,651,575,2133,662,48,97,630,5420,189,38,33037
474,Hungary,HUN,2014,525,897,814,9045,538,707,392,946,45,322,243,2217,1446,97,1755,1020,371,795,509,665,583,2169,655,48,96,610,5459,198,37,33204
475,Hungary,HUN,2015,501,897,817,9180,534,708,391,953,44,318,243,2313,1441,99,1774,1032,390,781,519,671,604,2254,655,47,93,591,5633,199,41,33723
476,Hungary,HUN,2016,491,888,793,9069,514,679,382,927,43,320,245,2208,1496,96,1699,1035,377,774,493,674,595,2241,643,46,89,580,5498,207,41,33143
477,Hungary,HUN,2017,488,897,790,9113,504,679,384,932,43,325,253,2241,1513,100,1699,1048,388,775,493,677,610,2310,639,46,89,569,5608,209,40,33462
478,Hungary,HUN,2018,506,924,797,9212,506,696,393,953,43,334,257,2250,1550,101,1725,1068,393,779,491,681,617,2361,653,46,89,581,5749,211,40,34006
479,Hungary,HUN,2019,512,925,775,8972,488,691,392,947,43,339,259,2207,1566,99,1675,1055,387,786,481,677,607,2331,643,47,87,576,5646,213,39,33465
